timestamps population node_ids
111.8000000000958 V1 23
8851.700000011537 V1 400
8942.100000010221 V1 400
8959.900000009962 V1 400
8645.700000014534 V1 401
8660.800000014315 V1 401
8846.100000011618 V1 401
8936.400000010304 V1 401
8950.000000010106 V1 401
8964.500000009895 V1 401
8667.700000014214 V1 400
8643.600000014565 V1 402
8677.300000014075 V1 402
8794.100000012375 V1 402
8839.700000011711 V1 402
8853.000000011518 V1 402
8869.300000011279 V1 402
8927.500000010434 V1 402
8943.100000010207 V1 402
8956.100000010018 V1 402
8972.000000009786 V1 402
8657.70000001436 V1 402
8651.400000014452 V1 400
8963.300000009913 V1 399
8945.60000001017 V1 399
8657.70000001436 V1 396
8680.000000014035 V1 396
8853.200000011515 V1 396
8927.80000001043 V1 396
8948.000000010135 V1 396
8961.40000000994 V1 396
8644.200000014556 V1 397
8662.900000014284 V1 397
8852.500000011525 V1 397
8929.900000010399 V1 397
8950.900000010093 V1 397
8968.800000009833 V1 397
8643.800000014562 V1 398
8657.00000001437 V1 398
8672.900000014139 V1 398
8849.300000011572 V1 398
8934.400000010333 V1 398
8948.300000010131 V1 398
8959.400000009971 V1 398
8647.000000014517 V1 399
8661.500000014305 V1 399
8650.000000014472 V1 403
8668.900000014197 V1 403
8848.900000011578 V1 403
8938.700000010269 V1 403
8945.100000010178 V1 407
8960.600000009952 V1 407
8642.100000014587 V1 408
8654.700000014403 V1 408
8673.900000014124 V1 408
8739.200000013174 V1 408
8792.4000000124 V1 408
8810.90000001213 V1 408
8835.300000011775 V1 408
8849.000000011576 V1 408
8864.300000011353 V1 408
8926.200000010453 V1 408
8940.200000010249 V1 408
8954.700000010038 V1 408
8975.700000009732 V1 408
8645.30000001454 V1 409
8659.000000014341 V1 409
8848.100000011591 V1 409
8939.700000010256 V1 409
8954.800000010035 V1 409
8654.400000014408 V1 410
8928.100000010425 V1 407
8643.300000014571 V1 396
8856.800000011463 V1 407
8657.200000014367 V1 407
8954.700000010038 V1 403
8972.600000009777 V1 403
8645.800000014533 V1 404
8661.100000014309 V1 404
8848.200000011588 V1 404
8933.600000010345 V1 404
8947.00000001015 V1 404
8965.200000009885 V1 404
8648.70000001449 V1 405
8665.300000014251 V1 405
8850.700000011551 V1 405
8942.800000010211 V1 405
8959.600000009967 V1 405
8644.100000014558 V1 406
8657.600000014361 V1 406
8842.100000011676 V1 406
8867.500000011307 V1 406
8931.90000001037 V1 406
8945.800000010167 V1 406
8958.00000000999 V1 406
8641.800000014591 V1 407
8838.40000001173 V1 407
8976.400000009722 V1 395
8958.400000009984 V1 395
8942.000000010223 V1 395
8649.900000014473 V1 379
8947.400000010144 V1 379
8652.200000014442 V1 380
8737.200000013203 V1 380
8835.200000011777 V1 380
8962.80000000992 V1 380
8651.400000014452 V1 381
8847.500000011598 V1 381
8961.900000009933 V1 381
8643.900000014559 V1 382
8665.800000014242 V1 382
8796.200000012344 V1 382
8948.200000010132 V1 382
8965.100000009887 V1 382
8654.700000014403 V1 383
8685.000000013963 V1 383
8961.200000009943 V1 383
8642.500000014581 V1 384
8662.300000014293 V1 384
8709.20000001361 V1 384
8930.200000010394 V1 384
8962.600000009923 V1 378
8954.400000010042 V1 384
8992.000000009495 V1 377
8957.500000009997 V1 377
8653.000000014428 V1 377
8665.90000001424 V1 377
8674.90000001411 V1 377
8690.00000001389 V1 377
8702.700000013705 V1 377
8721.900000013427 V1 377
8734.400000013244 V1 377
8743.200000013116 V1 377
8754.700000012948 V1 377
8775.600000012644 V1 377
8796.300000012343 V1 377
8802.300000012256 V1 377
8815.100000012071 V1 377
8829.100000011866 V1 377
8836.000000011765 V1 377
8844.800000011637 V1 377
8867.000000011314 V1 377
8914.100000010629 V1 377
8931.600000010374 V1 377
8939.200000010262 V1 377
8948.900000010122 V1 377
8979.900000009671 V1 377
8848.100000011591 V1 410
8980.800000009658 V1 384
8668.900000014197 V1 385
8975.600000009734 V1 391
8647.600000014507 V1 392
8670.400000014175 V1 392
8943.700000010198 V1 392
8961.500000009939 V1 392
8644.60000001455 V1 393
8665.100000014252 V1 393
8696.90000001379 V1 393
8864.800000011346 V1 393
8936.7000000103 V1 393
8955.000000010034 V1 393
8971.900000009788 V1 393
8649.300000014482 V1 394
8666.100000014238 V1 394
8681.600000014012 V1 394
8849.500000011569 V1 394
8941.50000001023 V1 394
8958.300000009987 V1 394
8978.600000009692 V1 394
8650.10000001447 V1 395
8667.800000014213 V1 395
8958.00000000999 V1 391
8644.200000014556 V1 385
8941.400000010231 V1 391
8669.900000014182 V1 391
8957.400000009999 V1 385
8646.200000014527 V1 386
8692.300000013856 V1 386
8963.700000009907 V1 386
8646.200000014527 V1 387
8676.000000014094 V1 387
