timestamps population node_ids
147.90000000009937 V1 59
8632.000000014734 V1 415
8648.600000014492 V1 415
8669.400000014191 V1 415
8684.300000013973 V1 415
8702.300000013709 V1 415
8717.800000013485 V1 415
8728.900000013324 V1 415
8826.400000011905 V1 415
8842.700000011668 V1 415
8859.400000011425 V1 415
8919.400000010552 V1 414
8872.500000011234 V1 415
8911.200000010671 V1 415
8930.100000010396 V1 415
8647.200000014513 V1 416
8673.000000014137 V1 416
8697.800000013776 V1 416
8726.900000013353 V1 416
8846.400000011614 V1 416
8867.500000011307 V1 416
8886.200000011035 V1 416
8915.700000010605 V1 416
8886.700000011027 V1 415
8868.900000011285 V1 414
8847.600000011595 V1 414
8728.200000013334 V1 414
8873.900000011214 V1 411
8910.500000010681 V1 411
8632.90000001472 V1 412
8654.800000014402 V1 412
8673.400000014131 V1 412
8691.000000013875 V1 412
8718.400000013477 V1 412
8732.400000013273 V1 412
8833.400000011803 V1 412
8861.400000011396 V1 412
8876.500000011176 V1 412
8911.30000001067 V1 412
8645.500000014537 V1 413
8671.900000014153 V1 413
8695.200000013814 V1 413
8726.700000013356 V1 413
8844.400000011643 V1 413
8864.50000001135 V1 413
8880.30000001112 V1 413
8913.000000010645 V1 413
8652.300000014438 V1 414
8673.600000014128 V1 414
8691.800000013864 V1 414
8623.100000014863 V1 417
8859.900000011417 V1 411
8645.30000001454 V1 417
8671.800000014155 V1 417
8676.100000014092 V1 419
8702.000000013715 V1 419
8725.600000013372 V1 419
8843.600000011655 V1 419
8864.900000011345 V1 419
8882.300000011091 V1 419
8921.000000010528 V1 419
8625.200000014833 V1 420
8645.400000014539 V1 420
8668.100000014208 V1 420
8648.500000014494 V1 419
8680.000000014035 V1 420
8704.600000013677 V1 420
8715.40000001352 V1 420
8727.200000013348 V1 420
8744.90000001309 V1 420
8825.000000011925 V1 420
8841.90000001168 V1 420
8857.900000011447 V1 420
8869.100000011284 V1 420
8879.600000011129 V1 420
8908.900000010704 V1 420
8691.800000013864 V1 420
8926.40000001045 V1 418
8909.500000010696 V1 418
8888.500000011001 V1 418
8687.30000001393 V1 417
8701.700000013721 V1 417
8714.300000013536 V1 417
8726.700000013356 V1 417
8824.100000011938 V1 417
8836.700000011755 V1 417
8852.300000011528 V1 417
8862.400000011381 V1 417
8873.600000011218 V1 417
8891.300000010959 V1 417
8911.500000010667 V1 417
8925.300000010466 V1 417
8627.600000014798 V1 418
8646.70000001452 V1 418
8668.800000014198 V1 418
8682.800000013995 V1 418
8698.100000013772 V1 418
8713.000000013555 V1 418
8726.500000013359 V1 418
8825.300000011921 V1 418
8845.500000011627 V1 418
8859.800000011419 V1 418
8873.800000011215 V1 418
8656.600000014376 V1 417
