edge_type_id target_query source_query delay distance_range syn_weight dynamics_params target_sections weight_function model_template weight_sigma
100 ei=='2e1'&location=='L4' * 2.0 "[0.0, 1e+20]" 0.003 lgn_ExcToExc.json "['basal', 'apical']" gaussianLL78T1 exp2syn 35.0
101 ei=='2e1'&location=='L4' * 2.0 "[0.0, 1e+20]" 6e-06 lgn_ExcToExc.json "['basal', 'apical', 'somatic']" NULL exp2syn NULL
102 ei=='2i1'&location=='L4'&pop_name=='PV1' * 2.0 "[0.0, 1e+20]" 0.3 lgn_ExcToInh.json "['basal', 'apical']" gaussianLL78T1 exp2syn 40.0
103 ei=='2i1'&location=='L4'&pop_name=='PV1' * 2 "[0.0, 1e+20]" 5e-05 lgn_ExcToInh.json "['basal', 'apical']" NULL exp2syn NULL
104 ei=='2i1'&location=='L4'&pop_name=='Sst' * 2.0 "[0.0, 1e+20]" 0.025 lgn_ExcToInh.json "['basal', 'apical']" gaussianLL78T1 exp2syn 38.0
105 ei=='2i1'&location=='L4'&pop_name=='Sst' * 2 "[0.0, 1e+20]" 5e-05 lgn_ExcToInh.json "['basal', 'apical']" NULL exp2syn NULL
