edge_type_id target_query source_query dynamics_params delay model_template weight_sigma weight_function syn_weight distance_range target_sections
216 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' InhToExc.json 1.4 exp2syn 15.0 gaussianLL_Laminar 4.7999999999999994e-05 "[0.0, 1e+20]" "['basal', 'apical']"
217 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' InhToExc.json 1.2 exp2syn 15.0 gaussianLL_Laminar 0.0024 "[0.0, 1e+20]" "['somatic', 'basal', 'apical']"
218 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' InhToExc.json 1.8 exp2syn 15.0 gaussianLL_Laminar 0.0024 "[0.0, 1e+20]" "['basal', 'apical']"
219 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' InhToExc.json 1.8 exp2syn 15.0 gaussianLL_Laminar 4.7999999999999994e-05 "[0.0, 1e+20]" "['basal', 'apical']"
220 location=='L2'&ei=='2e1' location=='L5'&ei=='2e1' ExcToExc.json 3.0 exp2syn 5.0 gaussianLL_Laminar 0.00035 "[0.0, 1e+20]" "['basal', 'apical']"
221 location=='L4'&ei=='2e1' location=='L5'&ei=='2e1' ExcToExc.json 2.5 exp2syn 5.0 gaussianLL_Laminar 0.00035 "[0.0, 1e+20]" "['basal', 'apical']"
222 location=='L6'&ei=='2e1' location=='L5'&ei=='2e1' ExcToExc.json 1.8 exp2syn 5.0 gaussianLL_Laminar 0.00035 "[0.0, 1e+20]" "['basal', 'apical']"
223 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' ExcToInh.json 2.6 exp2syn 15.0 gaussianLL_Laminar 0.003 "[0.0, 1e+20]" "['somatic', 'basal']"
224 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' ExcToInh.json 2.9 exp2syn 10.0 gaussianLL_Laminar 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']"
225 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' ExcToInh.json 2.9 exp2syn 5.0 gaussianLL_Laminar 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']"
226 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' ExcToInh.json 2.1 exp2syn 15.0 gaussianLL_Laminar 0.003 "[0.0, 1e+20]" "['somatic', 'basal']"
227 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' ExcToInh.json 2.4 exp2syn 10.0 gaussianLL_Laminar 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']"
228 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' ExcToInh.json 2.4 exp2syn 5.0 gaussianLL_Laminar 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']"
229 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' ExcToInh.json 1.4 exp2syn 15.0 gaussianLL_Laminar 0.003 "[0.0, 1e+20]" "['somatic', 'basal']"
230 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' ExcToInh.json 1.7 exp2syn 10.0 gaussianLL_Laminar 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']"
231 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' ExcToInh.json 1.7 exp2syn 5.0 gaussianLL_Laminar 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']"
232 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' InhToInh.json 2.4 exp2syn 15.0 gaussianLL_Laminar 0.000792 "[0.0, 1e+20]" ['basal']
233 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' InhToInh.json 1.7 exp2syn 15.0 gaussianLL_Laminar 0.000792 "[0.0, 1e+20]" ['basal']
234 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' InhToInh.json 2.4 exp2syn 15.0 gaussianLL_Laminar 0.0018479999999999998 "[0.0, 1e+20]" ['basal']
235 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' InhToInh.json 1.7 exp2syn 15.0 gaussianLL_Laminar 0.0018479999999999998 "[0.0, 1e+20]" ['basal']
236 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' InhToInh.json 2.1 exp2syn 15.0 gaussianLL_Laminar 0.0005279999999999999 "[0.0, 1e+20]" "['somatic', 'basal']"
237 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' InhToInh.json 1.4 exp2syn 15.0 gaussianLL_Laminar 0.0005279999999999999 "[0.0, 1e+20]" "['somatic', 'basal']"
238 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' InhToInh.json 2.5 exp2syn 15.0 gaussianLL_Laminar 0.002424 "[0.0, 1e+20]" "['somatic', 'basal']"
239 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' InhToInh.json 1.8 exp2syn 15.0 gaussianLL_Laminar 0.002424 "[0.0, 1e+20]" "['somatic', 'basal']"
240 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' InhToInh.json 2.4 exp2syn 15.0 gaussianLL_Laminar 0.047999999999999994 "[0.0, 1e+20]" ['basal']
241 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' InhToInh.json 1.7 exp2syn 15.0 gaussianLL_Laminar 0.047999999999999994 "[0.0, 1e+20]" ['basal']
242 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='PV1' InhToExc.json 1.1 exp2syn 15.0 gaussianLL_Laminar 0.0024 "[0.0, 1e+20]" "['somatic', 'basal', 'apical']"
243 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='Sst' InhToExc.json 1.7 exp2syn 15.0 gaussianLL_Laminar 0.0024 "[0.0, 1e+20]" "['basal', 'apical']"
244 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='VIP' InhToExc.json 1.7 exp2syn 15.0 gaussianLL_Laminar 4.7999999999999994e-05 "[0.0, 1e+20]" "['basal', 'apical']"
245 location=='L2'&ei=='2e1' location=='L6'&ei=='2e1' ExcToExc.json 4.9 exp2syn 5.0 gaussianLL_Laminar 0.00035 "[0.0, 1e+20]" "['basal', 'apical']"
246 location=='L4'&ei=='2e1' location=='L6'&ei=='2e1' ExcToExc.json 4.2 exp2syn 5.0 gaussianLL_Laminar 0.00035 "[0.0, 1e+20]" "['basal', 'apical']"
247 location=='L5'&ei=='2e1' location=='L6'&ei=='2e1' ExcToExc.json 3.5 exp2syn 5.0 gaussianLL_Laminar 0.00035 "[0.0, 1e+20]" "['basal', 'apical']"
248 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' ExcToInh.json 4.5 exp2syn 15.0 gaussianLL_Laminar 0.006 "[0.0, 1e+20]" "['somatic', 'basal']"
249 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' ExcToInh.json 4.8 exp2syn 10.0 gaussianLL_Laminar 0.00375 "[0.0, 1e+20]" "['somatic', 'basal']"
250 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' ExcToInh.json 4.8 exp2syn 5.0 gaussianLL_Laminar 0.003 "[0.0, 1e+20]" "['somatic', 'basal']"
251 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' ExcToInh.json 3.8 exp2syn 15.0 gaussianLL_Laminar 0.003 "[0.0, 1e+20]" "['somatic', 'basal']"
252 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' ExcToInh.json 4.1 exp2syn 10.0 gaussianLL_Laminar 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']"
253 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' ExcToInh.json 4.1 exp2syn 5.0 gaussianLL_Laminar 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']"
254 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' ExcToInh.json 3.1 exp2syn 15.0 gaussianLL_Laminar 0.003 "[0.0, 1e+20]" "['somatic', 'basal']"
255 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' ExcToInh.json 3.4 exp2syn 10.0 gaussianLL_Laminar 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']"
256 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' ExcToInh.json 3.4 exp2syn 5.0 gaussianLL_Laminar 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']"
