timestamps population node_ids
231.5000000001184 V1 127
8819.100000012011 V1 367
8824.200000011937 V1 367
8857.60000001145 V1 367
8876.100000011182 V1 367
8887.000000011023 V1 367
8965.300000009884 V1 367
8553.100000015882 V1 368
8569.400000015645 V1 368
8806.800000012192 V1 367
8577.200000015531 V1 368
8612.500000015018 V1 368
8638.100000014645 V1 368
8678.700000014054 V1 368
8685.90000001395 V1 368
8691.100000013874 V1 368
8700.30000001374 V1 368
8710.000000013599 V1 368
8718.20000001348 V1 368
8588.600000015365 V1 368
8723.7000000134 V1 368
8756.60000001292 V1 367
8735.800000013223 V1 367
8750.600000013008 V1 366
8758.600000012892 V1 366
8814.600000012077 V1 366
8819.000000012013 V1 366
8836.800000011754 V1 366
8874.500000011205 V1 366
8519.600000016371 V1 367
8559.300000015792 V1 367
8751.200000013001 V1 367
8576.500000015541 V1 367
8604.80000001513 V1 367
8615.700000014971 V1 367
8624.900000014837 V1 367
8649.50000001448 V1 367
8688.100000013917 V1 367
8709.20000001361 V1 367
8714.100000013541 V1 367
8718.500000013475 V1 367
8590.800000015333 V1 367
8737.300000013201 V1 366
8743.100000013117 V1 368
8758.300000012896 V1 368
8894.400000010915 V1 369
8968.100000009843 V1 369
8975.700000009732 V1 369
8557.600000015815 V1 370
8573.500000015585 V1 370
8581.000000015476 V1 370
8587.000000015389 V1 370
8591.100000015329 V1 370
8886.200000011035 V1 369
8602.00000001517 V1 370
8679.400000014044 V1 370
8690.600000013881 V1 370
8699.400000013753 V1 370
8709.20000001361 V1 370
8720.300000013449 V1 370
8731.600000013284 V1 370
8740.300000013158 V1 370
8751.100000013 V1 370
8630.400000014757 V1 370
8751.100000013 V1 368
8874.600000011204 V1 369
8810.300000012141 V1 369
8771.400000012705 V1 368
8809.400000012152 V1 368
8814.900000012072 V1 368
8823.400000011949 V1 368
8837.00000001175 V1 368
8893.40000001093 V1 368
8957.600000009996 V1 368
8976.50000000972 V1 368
8822.200000011966 V1 369
8555.30000001585 V1 369
8601.000000015185 V1 369
8647.500000014508 V1 369
8676.800000014082 V1 369
8700.000000013744 V1 369
8706.100000013656 V1 369
8713.800000013542 V1 369
8729.90000001331 V1 369
8746.200000013072 V1 369
8571.80000001561 V1 369
8726.300000013362 V1 366
8718.700000013472 V1 366
8712.200000013567 V1 366
8700.500000013737 V1 363
8707.300000013638 V1 363
8717.700000013487 V1 363
8724.100000013394 V1 363
8731.700000013283 V1 363
8743.100000013117 V1 363
8747.600000013052 V1 363
8756.800000012918 V1 363
8696.500000013795 V1 363
8804.900000012218 V1 363
8816.600000012048 V1 363
8835.500000011772 V1 363
8856.000000011474 V1 363
8877.60000001116 V1 363
8889.000000010994 V1 363
8964.90000000989 V1 363
8975.90000000973 V1 363
8568.600000015656 V1 364
8809.400000012152 V1 363
8587.60000001538 V1 364
8688.500000013912 V1 363
8658.200000014353 V1 363
8743.000000013119 V1 362
8748.000000013046 V1 362
8758.300000012896 V1 362
8766.000000012784 V1 362
8806.300000012197 V1 362
8814.700000012075 V1 362
8837.500000011743 V1 362
8873.000000011227 V1 362
8674.800000014111 V1 363
8977.000000009713 V1 362
8559.40000001579 V1 363
8573.80000001558 V1 363
8586.600000015394 V1 363
8591.70000001532 V1 363
8602.900000015157 V1 363
8612.700000015015 V1 363
8624.400000014844 V1 363
8635.800000014679 V1 363
8519.900000016365 V1 363
8600.0000000152 V1 364
8612.000000015025 V1 364
8630.800000014751 V1 364
8695.600000013808 V1 365
8701.300000013725 V1 365
8709.20000001361 V1 365
8719.100000013466 V1 365
8744.100000013103 V1 365
8756.800000012918 V1 365
8808.600000012164 V1 365
8815.700000012059 V1 365
8690.00000001389 V1 365
8858.700000011435 V1 365
8588.100000015373 V1 366
8600.500000015192 V1 366
8612.800000015013 V1 366
8632.10000001473 V1 366
8649.40000001448 V1 366
8686.700000013938 V1 366
8691.600000013867 V1 366
8699.800000013747 V1 366
8575.300000015559 V1 366
8650.000000014472 V1 365
8604.200000015138 V1 365
8593.500000015294 V1 365
8648.200000014498 V1 364
8657.200000014367 V1 364
8681.000000014019 V1 364
8689.800000013893 V1 364
8700.600000013737 V1 364
8710.900000013586 V1 364
8718.10000001348 V1 364
8731.500000013286 V1 364
8743.700000013108 V1 364
8750.400000013009 V1 364
8758.500000012893 V1 364
8811.100000012128 V1 364
8816.200000012053 V1 364
8822.200000011966 V1 364
8828.10000001188 V1 364
8875.700000011188 V1 364
8959.000000009975 V1 364
8559.600000015787 V1 365
8576.60000001554 V1 365
8754.900000012945 V1 370
8808.400000012167 V1 370
8816.40000001205 V1 370
8825.700000011915 V1 370
8755.500000012937 V1 374
8764.700000012803 V1 374
8800.200000012286 V1 374
8809.500000012149 V1 374
8816.000000012056 V1 374
8821.500000011976 V1 374
8828.80000001187 V1 374
8846.00000001162 V1 374
8749.400000013025 V1 374
8874.400000011206 V1 374
8963.50000000991 V1 374
8978.600000009692 V1 374
8573.000000015592 V1 375
8585.000000015418 V1 375
8591.70000001532 V1 375
8602.300000015166 V1 375
8630.90000001475 V1 375
8649.600000014478 V1 375
8889.100000010993 V1 374
8663.400000014277 V1 375
8744.000000013104 V1 374
8718.600000013474 V1 374
8549.900000015929 V1 374
8559.40000001579 V1 374
8573.700000015582 V1 374
8581.600000015467 V1 374
8588.600000015365 V1 374
8598.00000001523 V1 374
8602.70000001516 V1 374
8611.70000001503 V1 374
8730.700000013298 V1 374
8624.70000001484 V1 374
8647.200000014513 V1 374
8654.700000014403 V1 374
8668.600000014201 V1 374
8676.400000014088 V1 374
8688.500000013912 V1 374
8696.90000001379 V1 374
8702.500000013708 V1 374
8709.500000013606 V1 374
8631.800000014737 V1 374
8674.800000014111 V1 375
8688.400000013913 V1 375
8701.900000013717 V1 375
8748.800000013034 V1 376
8754.400000012953 V1 376
8765.500000012791 V1 376
8784.300000012518 V1 376
8808.800000012161 V1 376
8817.300000012037 V1 376
8824.000000011942 V1 376
8857.900000011447 V1 376
8740.800000013149 V1 376
8877.200000011166 V1 376
8976.100000009727 V1 376
8548.100000015955 V1 377
8559.900000015783 V1 377
8575.700000015553 V1 377
8588.800000015362 V1 377
8602.500000015163 V1 377
8624.600000014841 V1 377
8638.40000001464 V1 377
8889.700000010984 V1 376
8717.900000013484 V1 376
8709.600000013605 V1 376
8700.500000013737 V1 376
8732.60000001327 V1 375
8744.90000001309 V1 375
8751.900000012989 V1 375
8800.100000012288 V1 375
8811.400000012123 V1 375
8817.000000012042 V1 375
8823.30000001195 V1 375
8858.700000011435 V1 375
8875.800000011186 V1 375
8887.500000011016 V1 375
8976.800000009716 V1 375
8522.800000016323 V1 376
8545.000000016 V1 376
8579.200000015502 V1 376
8590.700000015335 V1 376
8623.700000014855 V1 376
8637.500000014654 V1 376
8681.300000014016 V1 376
8691.200000013872 V1 376
8966.700000009863 V1 373
8731.90000001328 V1 362
8891.300000010959 V1 373
8821.600000011975 V1 373
8815.80000001206 V1 371
8823.000000011954 V1 371
8828.900000011869 V1 371
8889.800000010982 V1 371
8965.100000009887 V1 371
8976.400000009722 V1 371
8520.800000016352 V1 372
8547.900000015958 V1 372
8804.500000012224 V1 371
8559.800000015784 V1 372
8575.100000015562 V1 372
8583.100000015445 V1 372
8588.900000015361 V1 372
8595.100000015269 V1 372
8601.100000015183 V1 372
8613.700000015 V1 372
8625.900000014823 V1 372
8646.300000014526 V1 372
8568.900000015652 V1 372
8657.900000014357 V1 372
8757.200000012912 V1 371
8744.500000013097 V1 371
8837.70000001174 V1 370
8858.800000011433 V1 370
8962.000000009932 V1 370
8977.300000009709 V1 370
8522.800000016323 V1 371
8559.800000015784 V1 371
8572.700000015597 V1 371
8579.400000015501 V1 371
8749.700000013021 V1 371
8587.300000015384 V1 371
8601.900000015172 V1 371
8630.500000014756 V1 371
8678.300000014058 V1 371
8689.000000013904 V1 371
8697.400000013782 V1 371
8709.20000001361 V1 371
8716.400000013506 V1 371
8721.800000013427 V1 371
8592.900000015303 V1 371
8673.600000014128 V1 372
8687.400000013928 V1 372
8691.800000013864 V1 372
8591.800000015319 V1 373
8599.100000015213 V1 373
8621.200000014891 V1 373
8638.600000014638 V1 373
8648.400000014495 V1 373
8659.900000014328 V1 373
8677.300000014075 V1 373
8688.500000013912 V1 373
8586.800000015392 V1 373
8694.700000013821 V1 373
8709.500000013606 V1 373
8718.80000001347 V1 373
8730.800000013296 V1 373
8743.500000013111 V1 373
8749.10000001303 V1 373
8758.70000001289 V1 373
8808.700000012162 V1 373
8815.500000012064 V1 373
8701.600000013721 V1 373
8578.400000015514 V1 373
8571.900000015608 V1 373
8559.40000001579 V1 373
8699.60000001375 V1 372
8707.800000013629 V1 372
8713.300000013549 V1 372
8719.100000013466 V1 372
8727.700000013341 V1 372
8743.500000013111 V1 372
8749.900000013018 V1 372
8754.700000012948 V1 372
8762.400000012836 V1 372
8783.50000001253 V1 372
8808.800000012161 V1 372
8815.700000012059 V1 372
8820.800000011986 V1 372
8825.500000011918 V1 372
8845.900000011621 V1 372
8860.500000011409 V1 372
