timestamps population node_ids
180.9000000001069 V1 48
8799.600000012295 V1 392
8624.300000014846 V1 393
8775.300000012649 V1 393
8787.500000012471 V1 393
8816.600000012048 V1 393
8628.600000014783 V1 394
8779.400000012589 V1 394
8780.400000012574 V1 392
8792.700000012395 V1 394
8781.800000012554 V1 395
8798.60000001231 V1 395
8620.100000014907 V1 396
8637.700000014649 V1 396
8775.600000012644 V1 396
8788.400000012458 V1 396
8818.200000012024 V1 396
8629.900000014764 V1 395
8626.500000014814 V1 392
8789.800000012438 V1 391
8775.20000001265 V1 391
8623.100000014863 V1 385
8776.700000012628 V1 385
8796.800000012336 V1 385
8629.200000014775 V1 386
8741.50000001314 V1 386
8794.000000012375 V1 386
8625.900000014823 V1 387
8783.300000012532 V1 387
8622.60000001487 V1 388
8778.6000000126 V1 388
8798.700000012308 V1 388
8622.60000001487 V1 389
8777.100000012622 V1 389
8796.600000012339 V1 389
8632.500000014727 V1 390
8786.500000012487 V1 390
8624.200000014847 V1 391
8622.60000001487 V1 397
8795.000000012362 V1 384
8648.900000014488 V1 397
8798.400000012312 V1 397
8630.500000014756 V1 403
8780.500000012573 V1 403
8796.300000012343 V1 403
8629.900000014764 V1 404
8781.100000012564 V1 404
8794.600000012368 V1 404
8817.200000012039 V1 404
8816.300000012052 V1 402
8632.20000001473 V1 405
8621.400000014888 V1 406
8774.900000012654 V1 406
8787.300000012474 V1 406
8807.100000012186 V1 406
8618.100000014936 V1 407
8639.000000014632 V1 407
8776.200000012635 V1 407
8781.700000012555 V1 405
8803.900000012232 V1 402
8785.900000012494 V1 402
8772.800000012685 V1 402
8623.30000001486 V1 398
8774.300000012663 V1 398
8788.800000012452 V1 398
8805.200000012213 V1 398
8630.800000014751 V1 399
8782.200000012548 V1 399
8804.600000012222 V1 399
8631.200000014745 V1 400
8782.200000012548 V1 400
8799.100000012302 V1 400
8623.30000001486 V1 401
8644.800000014548 V1 401
8776.300000012634 V1 401
8789.700000012439 V1 401
8812.000000012114 V1 401
8619.700000014913 V1 402
8637.700000014649 V1 402
8782.000000012551 V1 397
8789.400000012443 V1 407
8775.100000012651 V1 384
8801.000000012275 V1 383
8609.500000015061 V1 375
8615.000000014981 V1 375
8625.000000014836 V1 375
8634.100000014703 V1 375
8644.400000014553 V1 375
8654.200000014409 V1 375
8665.400000014248 V1 375
8999.400000009387 V1 374
8683.300000013987 V1 375
8746.900000013062 V1 375
8763.300000012823 V1 375
8770.600000012717 V1 375
8776.700000012628 V1 375
8821.20000001198 V1 375
8854.500000011496 V1 375
8605.800000015115 V1 376
8715.600000013517 V1 375
8932.000000010368 V1 374
8884.600000011058 V1 374
8856.500000011467 V1 374
8634.700000014695 V1 374
8641.500000014596 V1 374
8651.900000014444 V1 374
8660.300000014322 V1 374
8672.000000014152 V1 374
8685.400000013957 V1 374
8715.500000013519 V1 374
8735.200000013232 V1 374
8762.900000012829 V1 374
8769.200000012737 V1 374
8775.000000012653 V1 374
8778.700000012599 V1 374
8790.200000012432 V1 374
8800.800000012277 V1 374
8806.1000000122 V1 374
8820.700000011988 V1 374
8829.50000001186 V1 374
8614.800000014984 V1 376
8621.600000014885 V1 384
8628.80000001478 V1 376
8657.70000001436 V1 376
8815.200000012068 V1 377
8831.700000011828 V1 377
8853.400000011512 V1 377
8885.000000011052 V1 377
8949.400000010115 V1 377
8981.40000000965 V1 377
8999.600000009385 V1 377
8794.100000012375 V1 377
8786.100000012491 V1 379
8780.200000012577 V1 381
8795.300000012357 V1 381
8624.500000014843 V1 382
8776.60000001263 V1 382
8794.500000012371 V1 382
8710.400000013593 V1 383
8723.200000013407 V1 383
8783.300000012532 V1 380
8781.100000012564 V1 377
8775.800000012641 V1 377
8768.900000012742 V1 377
8715.600000013517 V1 376
8749.500000013024 V1 376
8758.600000012892 V1 376
8769.200000012737 V1 376
8777.600000012615 V1 376
8797.700000012323 V1 376
8822.400000011963 V1 376
8856.800000011463 V1 376
8931.400000010377 V1 376
8604.80000001513 V1 377
8615.200000014978 V1 377
8629.000000014777 V1 377
8637.500000014654 V1 377
8648.800000014491 V1 377
8658.400000014351 V1 377
8712.500000013562 V1 377
8759.40000001288 V1 377
8641.400000014597 V1 376
8627.800000014795 V1 374
8811.500000012122 V1 407
8638.500000014641 V1 408
8663.600000014274 V1 426
8728.200000013334 V1 426
8774.700000012657 V1 426
8787.600000012471 V1 426
8629.000000014777 V1 427
8654.500000014406 V1 427
8679.70000001404 V1 427
8639.80000001462 V1 426
8774.100000012666 V1 427
8816.40000001205 V1 427
8619.600000014914 V1 428
8639.500000014625 V1 428
8654.30000001441 V1 428
8674.700000014112 V1 428
